id,review_id,stars,text,sentiment
1813829,6DQH2JWVe6-c-IDNv-zd6g,3.0,"Everyone knows about Chinatown, just north of the heavily trafficked Old City district. But South Philadelphia's Little Vietnam remains largely untapped by the masses, and you can still find quick service in one of the many authentic Vietnamese restaurants even at peak hours on Fridays and Saturdays. 

Pho is a Vietnamese noodle soup served with your choice of beef cuts or chicken. It comes in a towering bowl capable of satisfying most hungers, and shouldn't run you more than, say, six dollars anywhere in the city. The broth is bland on delivery, but each bowl is accompanied by a collection of sauces, as well as fresh lime and peppers. And spice fiends can add the famous Sriracha sauce to their heart's content.   

I used to live a block away from Pho Cafe Saigon, at 4248 Spruce Street, and so I came to Pho & Cafe Viet Huong with a sophisticated pho-palate and high expectations. Pho & Cafe Viet Huong delivered some of the most tender beef cuts I've ever had in a bowl of pho, and the noodles were cooked to perfection. (The noodles are what give the dish its texture and can make or break the meal, much like the rice in a New Orleans jambalaya.) Moreover, Viet Huong's beef balls -- not to be confused with Italian meatballs -- trumped, hands down, any beef ball I've had in Philly.   

The service wasn't bad, either, though not spectacular. A lot of pho joints will have a bowl at your table faster than you can get in and out of a McDonald's drive-through. This is not an exaggeration. At Cafe Viet Huong, however, I waited about ten minutes for my Ph Ti N&#7841;m B Vin (#35, with beef eye round, well-done flank, and beef balls). Like I said, not bad. Especially if you're planning to make a night of your Little Vietnam experience.

The real downside to Pho & Cafe Viet Huong is the interior of the restaurant. And, no, you don't usually go to a pho joint for ambiance; many of the finest Vietnamese establishments in the city are awkwardly laid-out holes in the wall. The thing is, Cafe Viet Huong masquerades its flaws. It looks -- and I don't think I'm going too far here -- like a really cheap Las Vegas buffet restaurant. Horrible art and neon lights adorn the walls, and the place, frankly, is just too big for its own good. You can BYOB at Cafe Viet Huong for a small fee, but if I were you, I'd eat my meal and then head out to a bar.

I'll close with a disclaimer for the novices. 

Pho, quite honestly, has a strong, unique smell. It's wonderful when you're eating it, but your boyfriend or girlfriend may not like it later on, when you're watching some old Meg Ryan movie and trying to make out. The fact is, the bowl is so big, it takes so long to eat. The flavors seep into your pores, your shirt collar. Look, I'm not trying to gross you out; it's just the truth. It's not just a matter of brushing your teeth, either; you'll need to take a shower before that big night on the town.",NEU
5626351,VIAmlcFEEozYw9dKhA5rHg,3.0,"I came here the day after New Years and it was packed! My boyfriend and I were craving some Vietnamese food knowingly that it wouldn't be as good as the Bay Area. 

Originally, he was craving for the traditional Pho, but ended up getting a rice plate with pork chop. I had my fave; Bun Thit Nuong. Although, it wasn't as good as the ones I had in Sac or Bay Area, it still left me feeling full. The meat was good, but overloaded with noodles. We also ordered imperial egg rolls which was also okay.  It was strange that it came with a side of noodles though. 

Service wasn't all that great either. No one really checked up on us after the order was taken. While we were eating, one of the workers were aimlessly stocking the chopsticks and spoon in our table. It was really rude because she didn't even notify us that she was going to do so. 

This place will satisfy your quick Vietnamese craving, but don't expect much.",NEU
3265223,mHl6yRi3BMeedCb9DpGdcA,5.0,"Our old dog loves it here! The staff is knowledgeable and friendly. The dogs are segregated into supervised areas for large and small breeds and have access to the outdoors if they choose. There are raised, carpeted places for the ones who need some rest away from the group. It's fun to watch them interact on the closed circuit TV in the lobby. All dogs are required to have proof of current vaccinations and new dogs are carefully integrated. This business is right next to Mayberry Park so we can literally run right in. They offer 10-packs of 5 and 8 hour daycare at a really good discount!",POS
3956236,2XQyocwnmcmWPTlulnRBbA,1.0,"We had been here about a month ago, and were pleased. Excited to share our new find with our out of town friend who is relocating here this year, we brought her tonight.
From the bar before dinner, to our appetizers the service time was horrible. My lobster bisque was too salty to eat once it came.
We waited an hour and 40 mins before our entrees arrived.
I ordered the lobster tail, and not being a sushi fan, I always ask for my lobster to be cooked through.
My lobster was raw in the middle (see photo) and I lost my appetite upon seeing it.
My husband went a little crazy at this point and demanded to talk to the manager. The manager came over to the table and offered to show my lobster tail to the cook staff. I declined a new tail. I just wanted to get out of there. 
The restaurant did comp all three of our meals. 
Which were all just mediocre, by the way.
We did enjoy our busboy, Jose.
It will be a long time before we go back! If we ever do.",NEG
1434855,ho0ucYxXd3_9j4tPQc5FCw,5.0,"Amazing Mexican food for the area. I haven't had authentic tacos since I moved back from LA last year and El Pique satisfied every craving. Authentic, Mexican street-style tacos. No gimmicks, just pure taco goodness.",POS
3358125,PO3LA7S5AaYn-QoDZZMYAw,5.0,"Well, well! I've been wanting to go to Von's for some time and needed and excuse to splurge. What better reason than having my crazy in-laws here from Scotland. We booked a table on a Wednesday night and it was quiet so no problem making the reservation. We got a lovely table in the dining room and were greeted by our fabulous server Kevin. Kevin knew his stuff and was very personable. We all liked his conversation, it wasn't forced and he recommended some nice wine for the table. 

Inside it was nicely decorated and the lighting was romantic, dimly lit but not so dark you can't see what you are eating. I ordered the New York Stripline with garlic mashed red-skinned potatoes and shared a few sides including asparagus tips and shaved parmesan and sautéed mushrooms and onion. The sides were tasty but the main event was epic. Even the mash was exceptional. I should have ordered peppercorn sauce because I love it. But the steak was juicy  so I didn't need it. Cooked to the perfect medium, although I should have gone med-rare. 

Easily the best steak I've had in Edmonton. 'If it ain't Alberta, it ain't beef'!",POS
5127886,NC7apyZ_xo-Cd1qN7HDhHw,5.0,"I've been a regular here at Soho for many years as I lived right around the area since moving from Jersey. This place is definitely my go to spot for Korean fried chicken. I usually get half spicy and half soy. Although, for the price of $20, you get 18 pieces. -It doesn't stop me from satisfying my cravings.",POS
6289377,iEPr0pGCF-GX9eYIZl_gvg,5.0,"Welcome Back!   That was the sign we saw as we walked up to Smee's on the River for lunch yesterday.  So very glad to get out and enjoy a lunch with a friend.  Hard to believe but it was my first time to eat there and it won't be the last.  WOW what a venue, what a great menu and our server Ali was so friendly and attentive. You could even see a big smile under that mask.  There was also a sign that said Covid Compliant which made me feel great too. 

We both had Fish and Chips and Iced Tea.  Ali said she was just making the tea so it might be a while but worth waiting for. 
 We sat over looking the river and watching The Wild River grille and The Eddy getting ready to open.  Reno almost felt normal.  
Our fish and chips and coleslaw was fantastic.  Condiments were Tarter Sauce, Ketchup, malt vinegar and cocktail sauce.  Tables on the river are just wonderful.  

BIG thank you to Ali for her great service.

Looking forward to going back many times this year.  I think this is THE BEST fish and chips in Reno.",POS
6728339,t1XjUIVsD1mdgWaxgQDe2Q,4.0,"We went here for Nye 2020 and had a great time! Old-school games were fun to play and the bartenders were great. They have a cool outdoor patio with human-sized Jenga and Connect 4 along with fire pits and chairs. The negatives for us were the narrow staircase to the bathrooms and that they only had 2 skee-ball games in working order. Other than those two things, this is a great place to hang out with friends!",POS
2095490,C0RlBO8lT2fopxy-DO63Aw,4.0,"Beautiful day to hit the patio on Whyte Ave, we were interested in the fairly new Spotlight Cabaret that was open that formally was O2's. I knew nothing about it except that it had a rooftop patio. Who doesn't like a rooftop patio/ The patio is beautiful with lovely look out to the Strathcona Market and Walterdale theater. Our server was lovely and attentive. Great drink menu. We didn't have the budget for the bulldogs ($18.00) but I went with a house pint and it was lovely. My husband went with a Corona. Pretty basic but well rounded menu with the usual handhelds, appies, and a few heartier dishes. We were there for taco Tuesday, and tacos were $2.50. So I decided to go for four fish tacos while my husband went with The Gatsby Burger. We enjoyed the atmosphere while we waited for our food. The fish tacos came and they were delicious. I pretty much order fish tacos wherever I go, and this is probably one of the better ones in the city. The battered cod was perfectly cooked and delicate in nature. It was nestled with lime mayo and pickled cabbage. Fantastic combination and really filling.  My husband loved his well done Gatsby Burger. The tasty patty came with onion rings, stout cheddar cheese, smoked mayo, tomatoes, pickles, and lettuce with a side of fries. I had a bite, and I agree it was a delicious and filling burger. Fries were average. Really excited to try more things here and go for a show.",POS
5356716,xHr7sOd7hp0DQbZXGnL5VQ,5.0,Amazing cocktails. Bartender has a lot of patience! Demerey is amazing! Thank you for the experience! I can't wait to come here again!,POS
4436994,7iJWYh4MF7dfLV-QIb5eDw,5.0,Best king cake I ever had. At Sunday brunch they had some very pleasant live music. Sandwiches are great. Good place.,POS
87457,DCBHm1kXn2zc_UfFRn3Gjg,4.0,Must try for donuts and chicken wings. I Mean you can't go wrong but you must come early to get fancy donuts,POS
836205,22Lo5G8hHGEfS8dkNEKEGg,5.0,"I like the Atmosphere here, food was great.  Its nice to have a place to go that isn't downtown, I go here often in between (or even during) work meetings.

The patio is especially nice once it gets warmer.",POS
4670061,v1hfeGpw-vqcAaOO41WBzA,3.0,"I've visited this location for a few years now. Each time I visit, the staff is totally different. Is no one making their sales quota?

My visits are quick, this one no different. Made my payment via machine, and out the door I went.  In the past when I've had a problem, I was usually directed to call customer care, so I save time and don't bother them with questions anymore.

 I give only three stars b/c I see different staff each time. This doesn't really boost my confidence.  :-/",NEU
223905,P5_lfRApzbEKF39Z726X4g,5.0,This place is great! Unlimited Mimosa's and Katie our waitress was fantastic! She is wonderful!,POS
3850231,xErtgsvhJah2IsKiDZ3WBA,2.0,"Heard a lot about this place, especially after it was featured on Guys's triple D on the food network. We came in with high expectations and left sorely disappointed. Came in around 9, 10 on a week night and it was dead empty. It was our first time here and we were confused. No hosts greeted us and no waiters or waitresses. There's a few guys at the bar and a girl talking to them. I searched the restaurant for someone to take us to our seats. Went as far as going into the kitchen to ask for assistance. We were redirected back into the empty dining hall and again nobody there. I went up to the bar to ask the customers how to get seats, only then the girl talking to them introduced herself as an employee of the pub. She's playing bartender/host/waitress by herself. Apparently not good at multitasking because we looked at her many times and she saw us scrambling around looking for people. To make things worst, she short changed our bill by 9 dollars at the end of the night service wise, this place gets a one. Now let's get to the bad parts.

We ordered a few items to try. The chicken pie has been hailed as the dish to get on Triple D and also the grilled octopus. We also got poutine fries. The fries came out first. Oh man was it salty! It tasted like someone pour an entire box of salt into the gravy and tried to cover it up by towering on a crap load of cheese. The fries were soggy under all that gravy, it tasted more like over salted french onion soup poured onto fries. The pie was another let down. The crust is decent but the filling was only lukewarm, like something you buy and heat up in the microwave. It was so dry I felt like I was eating shredded chicken, where was the gravy? The grilled octopus was the only redeeming item. The octopus is grilled perfectly and had a nice chew to it while still tender. Just when you thought they did it right, all the toasted bread under the octopus was burned. I mean burnt, not charred. The pricing was also ridiculous, 17 or something like that and it was an appetizer portion.

I would have given a one for the experience but they seem to have a really nice variety of beer. We didn't enjoy ourselves enough to get some but the girl did offer some samples for us. I forgot what it was but the beer tasted floral and refreshing. I wanted to like the place but I couldn't. I may go here again if I'm with a group and someone else is paying. Other than that, in saving my appetite and money for other spots in town.",NEG
6507416,0kJDCsC10wfY17D9xiYRoA,3.0,"Being not a big meat eater, and with only on occasion I will eat burgers. I say Fatburger has one hell of a delicious burger that I have ever ate. 

Not being to any Fatburger joint before it was nice not having to think about which burger I had to choose, since we did have a Groupon for two cheeseburgers and two small fries. As it would have taken a longer glance at the menu if we had to choose our burger meal. 

The decor is modern, clean and refreshing, chilled atmosphere with only a 5 to 10 minute wait for our food to arrive to our table.",NEU
2200552,VVCZBXwNNeRjC-lxkKm7Tw,5.0,"I've really become a fan of Yume Sushi. I have been here about 4 times now, each for lunch. I stumbled in because I saw all of the yelp reviews. This place lives up to its hype. Although I can only speak to lunch, the quality of the food is TOP NOTCH from the sushi to the miso soup!! Yes, the soup even stands out. The atmosphere is quiet and peaceful, and there's a great selection of lunch specials. They range from 10.50 for teriyaki and tempura or a roll, to 15 for a sashimi combo.

The service is always attentive. I'll definitely keep coming back, at least for lunch. I'll come back for dinner at some point too!",POS
517330,4G7UYmzpRmwI7BuW-UwB2A,5.0,LOVEDDDD this spa! I went in for a massage and was very impressed overall. One of the best spas I've been to in a while :),POS
3960151,pFWc1cBxqLQMlrH_NZ_TFA,5.0,We go here at least once a week! The food and drinks are so good. I recommend the cesar salad pizza and anything with their amazing fries.,POS
5853470,iJpn-79jDVDyK5MbG-rpBw,1.0,"NEVER AGAIN!!! I have been a die-hard fan of this place for the last ten plus years. But now that they have expanded the restaurant over to the third space and hired more staff it is terrible! The woman working the register was EXTREMELY RUDE and criticized me when I suggested they make real brewed tea, then insisted that they have never served brewed tea (they did before they got too big for themselves). In addition, she was chewing gum with her mouth open the WHOLE TIME she was checking out customers which I find ABSOLUTELY DISGUSTING not just socially disgusting but OH MY GOD YOUR SALIVA IS GETTING EVERYWHERE disgusting! When I mentioned it to the woman directly see rolled her eyes at me and another of her co-workers took it upon himself to mock me repeatedly while boxing my order. The FINAL STRAW, the food was so far under their normal par that I didn't even eat more than three bites before throwing the rest away.  UNSANITARY DON'T GO!!! They even failed the last health inspection in November 2016!",NEG
1491478,yvkEz9BwY_yYw6f30gawlw,1.0,Very disappointed. Show up 1-1/2 hour before closing to be told I needed an appointment for a simple manicure.,NEG
2245514,1sLptWfsnGmh92nyseqB5g,4.0,"I want to give this bar 4 stars when there are little to no tourists invading this awesome little watering hole. 3 stars when the invasion happens, but its not their fault being a step or two off Bourbon. They have a zealous little kitchen that puts a nice eclectic spin on PoBoys. Tasty albeit small and probably a tad pricey, but I get the need to charge a little more given the costs to do business. Back to the bar...the staff is awesome, friendly, and attentive. After Saints games it is slammed packed with opposing team fans. Win or lose I hate those fans in New Orleans bars. I think you know what I'm getting at.",POS
3283795,QUG-R9YMoFKqAS5fCvK8wg,5.0,"Juan and company have been doing our property for several years now and we highly recommend them. They're honest, dependable, professional and always responsive. We love these guys.",POS
3536474,GjuPzlqwQhbZYRwYRsiBjw,5.0,"This place is amazing!! I love their effort on sustainability, getting their ingredients from local farms and drinks from local breweries. The food and atmosphere are great. You can tell things are really fresh as they grown some of the veggies and herbs themselves. Everything we have tried there has been excellent. I highly recommend the sea food, chicken pie, and burger. Also the creme brûlée is very good. I understand that not having menus can be annoying for some people, but I think it is great that their menu is always changing and they need to add and erase things everyday.",POS
3494676,-3-fnhEbgTcvcz9Lrs2EYw,4.0,"Love the view of the bay and the live music. We go here a few times a month. I love the atmosphere. Its super chill. No reservations. Just find a table outside and snag it. If you go early you wont have a problem. Super kid friendly too. My daughter loves the live music on the weekend. They also have a nice kids meal: shrimp & french fries!
I usually get the shrimp tacos. Its huge. Its a build your own taco platter with all the fixings: rice, lettuce ,tomato, cheese, salsa, sour cream and of course the shrimp. Get the shrimp blackened, so good!
TIP: you can dock your boat for free and walk right up!",POS
5411472,wxAUAWR3i2hx7-ZMAZqZTw,1.0,"Made an online order...said it would be ready at 6:50 PM. Got there at 6:50. Walked to the bar and no one knew what the hell I was talking about when I said I had a take out order. The lady behind the bar had for ask the other waitresses to figure out who took my order. Took about 15 minutes before someone told me it was ""almost ready"" and to wait at the bar. Didn't get my order till 7:35. ""Here's your order"" .. with no apology for the almost 45 minute delay.
Ordered the pork shank as it was supposed to be tender and ""fall off the bone "" Hardly. It was so tough and the outer part was dry. I ended up feeding it to my dog and just ate the mashed potatoes and mushrooms which was not great. I'm used to fluffy mashed potatoes and this was dense and needed salt. It was tasteless.
My husband had the chicken schnitzel and said it was okay but the sauce was sour and the potatoes were not great. Also ordered the knights snack and it was basically a pretzel, some cheese and sausage. Nothing to write home about. 
All in all...not happy with service or the food. Wouldn't go back for the price this meal costs.",NEG
2752585,9rVMDtDnX4VookSDn2a5KQ,1.0,"It is the slowest service we have ever experience.. geez, from food service down to waiting for the bill!! the restaurant is not even full! .. i see server all around. Food is marginally okay.. worse decision to eat here.",NEG
6469753,jS6Hk6WoYLRxL56ri_5N8Q,3.0,"The pizza was good.  You can tell it was cooked under a coal fire as the bottom was a little too coal burnt for my taste.  We also thought they skimped on some of the toppings (olives). The service was quick, but it was not too crowded.",NEU
4705046,uBHez5kXJMrCK7ZVTQnfZg,4.0,"A late night painting the town tie dye and a door guy whispers in a friends ear. ""Printer's Alley has the best blues bar in Nashville"". So we head on over. Just a few blocks from the strip and around the corner lay a slightly seedy, semi-scary little alleyway paved in brick with multiple different bars, clubs (nude and clothed), and restaurants. Customary Nashville neon signage marks the alleyway which travels between Third and Fourth Ave. The Nude Karaoke sign intrigued me, but the guys we were with weren't feeling strip clubs that night. Sad:( We headed to said blues bar only to be dissuaded by the woman at the door who mentioned a $10 cover to hear some past Top 10 American (semi) Idol. Instead we hit up another bar that was Rascal Flatts house bar before they made it big. The band performing that night didn't do the popular metro-sexual band justice. Back out in Printer's Alley there were loads of women queued up for a club. The picture I would have taken would have been bad ass had I actually had a camera with me and the sobriety to use it. Back on the main street, away from Printer's Alley, and I felt like I had just gone through a slight time warp... Printer's Alley was my Flight of the Navigator.",POS
220099,glWA3YmWASBePLe397kEYA,4.0,"The service is great and the food is good. I was a bit disappointed with the machiatto and my matcha latte -- those were not what we were expecting. The macchiato was like a shot of espresso..I had asked the cashier about that drink specifically because those tend to be made differently everywhere we go (I don't know why) and he did not seem too familiar with the menu, so I stopped asking and I went ahead and order for my wife and I. I was able, however, to just replace my macchiatto with a brewed coffee after I was not satisfied with my drink.",POS
3262716,NQfn-PkwjFAgtiP-yp_UvQ,4.0,"I am giving it 4 stars because I simply don't like this place as much as I would want to. The place itself is beautifully decorated, the atmosphere is great, and the service is impeccable. 
As to the food, it was never up to my expectations. In particular, the second time had dinner there it was in the occasion of the ""Savor Downtown Indy"". I'm not into cocktails, but I never say no to a Margarita that is well done. This was super strong and completely unbalanced, so I had to leave it there and get a Corona instead. The chips and guac were not bad, but below average compared to those you can get in other Mexican restaurants. The crispy shrimps tacos were very good, especially the onions compote that was served with them. The churros were good, but a bit heavy and chewy, so I would say below average too.
I hope it will be better the next time!",POS
4477976,YBGm9nl9_XYfIZM7HNi2OA,1.0,You think you may be saving a few bucks but in the end you're going to have a lot of headaches dealing with these people !,NEG
904280,bEh73_g0fspPMl8tSew9uQ,2.0,"I asked the stylist to cut layers in and shape the sides, which he didn't do. So now I look like a poodle.",NEG
1425603,Pja6QEGHfYB_aDTwZJdnGQ,4.0,"Maxine's is a real delight. Between the bright, cheerful atmosphere, the charming and friendly waitstaff, and the excellent comfort food with ample portions there's just no way someone could be unhappy or grumpy or hungry when they leave this place. For our second time to have dined here the husband knew exactly what he was ordering - Chicken & Waffles. After much deliberating and since I knew I could score a chicken wing from my husband I decided to order some sides. Maxine's offers an All Side Platter with Any 3 sides or Any 4 sides. I chose the 3 side platter with collard greens, macaroni & cheese and fried green tomatoes. The greens were fresh, perfectly cooked and mildly seasoned. I decided that I liked the fact that they weren't overly salted like so many places serve them. You could really taste the full flavor of this wonderful leafy vegetable. The mac & cheese was good and cheesy. Simple & satisfying. The fried green tomatoes were a real winner with us. Thin sliced fresh green tomatoes covered in a tasty batter with a little crunch to it and the tomatoes after frying had a pleasant creamy texture. This dish was also served with a small bowl of southern style remoulade sauce (which I didn't see listed on the menu.) This sauce was so delicious that it was like another side dish in itself. Oh, and I did score that chicken wing and it was fantastic. Absolutely perfect fried chicken. (the meat is so flavorful I wonder if they brine it first?)  All in all, very good meals and we both left very happy and with very full bellies.",POS
4463899,BHb97rGDlRLRgzkdG3K9rw,5.0,"We have gone back to the Blue Plate Diner several times and it just gets better and better (if that's even possible!). The food choices are still exciting, the decor is still amazing, and the service is still excellent. The vegetarian options are PHENOMENAL! Blue Plate has the BEST veggie burger in town!",POS
840872,wAo1D_mLzaSDdrH-VqrPTg,5.0,"Great food. Great service. Old school restaurant where the employees seem to enjoy a career their rather than a temporary part time job.
Have a drink at the bar and enjoy the cheese and crackers before you let them seat you. Prime Rib is fantastic.",POS
6802190,9hwYIuOFnaB5H1UdZpo1yg,1.0,"One of the worst cheesesteaks I've ever eaten.  Dry, cold and awful.   Overpriced of course but that's to be expected in a stadium.",NEG
